City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Current Description
330,Cidreira,BR,-30.1811,-50.2056,74.39,84,100,overcast clouds
331,Nouna,BF,12.7333,-3.8667,84.9,9,1,clear sky
332,Mvuma,ZW,-19.2792,30.5283,53.06,89,0,clear sky
333,High Level,CA,58.5169,-117.136,17.6,49,40,scattered clouds
334,Macamic,CA,48.7502,-78.9996,44.6,87,1,clear sky
335,Rayevskaya,RU,44.8319,37.5556,42.8,87,100,light rain
336,Nome,US,64.5011,-165.4064,12.99,67,90,overcast clouds
337,Broken Hill,AU,-31.95,141.4333,60.8,41,90,overcast clouds
338,Banjar,ID,-8.19,114.9675,86.0,79,40,scattered clouds
339,Severo-Kurilsk,RU,50.6789,156.125,31.42,75,29,scattered clouds
340,Baffa,PK,34.4378,73.2194,62.19,61,100,overcast clouds
341,Alappuzha,IN,9.49,76.3264,81.79,74,8,clear sky
342,Comodoro Rivadavia,AR,-45.8667,-67.5,59.0,47,0,clear sky
343,Shenjiamen,CN,29.9576,122.298,59.7,98,100,light rain
344,Caravelas,BR,-17.7125,-39.2481,73.56,85,52,broken clouds
345,Zabaykalsk,RU,49.6333,117.3167,38.26,37,100,light rain
346,Oberhausen,DE,51.4667,6.85,48.99,100,75,moderate rain
347,Henties Bay,NA,-22.116,14.2845,75.99,47,0,clear sky
348,Ambon,ID,-3.6954,128.1814,87.8,70,20,few clouds
349,Krasnoselkup,RU,65.7,82.4667,32.32,92,24,few clouds
350,Shingu,JP,33.7333,135.9833,62.6,51,20,few clouds
351,Coahuayana,MX,18.7333,-103.6833,70.09,79,75,broken clouds
352,Luwuk,ID,-0.9516,122.7875,86.52,66,76,broken clouds
353,Guanambi,BR,-14.2233,-42.7814,73.42,58,75,broken clouds
354,Knyaze-Volkonskoye,RU,48.4642,135.4567,51.8,32,20,few clouds
355,Pevek,RU,69.7008,170.3133,-7.91,89,73,broken clouds
356,Davila,PH,18.4726,120.5763,87.8,51,20,few clouds
357,Egvekinot,RU,66.3167,-179.1667,0.23,79,100,overcast clouds
358,Nantucket,US,41.2835,-70.0995,46.4,100,90,fog
359,Lianzhou,CN,24.7811,112.3825,72.95,72,100,overcast clouds
360,Copiapo,CL,-27.3667,-70.3333,57.2,82,90,overcast clouds
361,Kamaishi,JP,39.2667,141.8833,57.2,33,20,few clouds
362,Kulhudhuffushi,MV,6.6221,73.07,82.74,71,19,few clouds
363,Padampur,IN,29.6833,73.6167,85.98,9,4,clear sky
364,Kijang,KR,35.2442,129.2139,64.4,42,0,clear sky
365,Muli,MV,2.9167,73.5667,82.78,74,20,few clouds
366,Maragogi,BR,-9.0122,-35.2225,77.16,89,99,overcast clouds
367,Mahon,ES,39.8885,4.2658,53.6,94,20,few clouds
368,Winslow,US,35.0242,-110.6974,64.4,7,1,clear sky
369,Bolanos De Calatrava,ES,38.9069,-3.6635,51.01,89,6,clear sky
370,Awjilah,LY,29.1081,21.2869,53.26,38,33,scattered clouds
371,Foindu,SL,7.4108,-11.5422,77.61,91,100,overcast clouds
372,Rawson,AR,-43.3002,-65.1023,61.92,35,66,broken clouds
373,Shelburne,CA,44.0787,-80.2041,57.99,59,100,overcast clouds
374,Opuwo,NA,-18.0607,13.84,65.75,40,6,clear sky
375,Balti,MD,47.7617,27.9289,39.0,67,0,light rain
376,Aklavik,CA,68.2191,-135.0107,-2.2,50,36,scattered clouds
377,Tezu,IN,27.9167,96.1667,86.72,35,16,few clouds
378,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.4,88,20,few clouds
379,Ginda,IN,30.6945,78.4932,68.63,10,0,clear sky
380,Cap Malheureux,MU,-19.9842,57.6142,80.01,73,99,overcast clouds
381,Lerwick,GB,60.1545,-1.1494,32.0,86,53,broken clouds
382,Batemans Bay,AU,-35.7167,150.1833,62.01,43,32,scattered clouds
383,Pacific Grove,US,36.6177,-121.9166,53.6,71,20,few clouds
384,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.41,88,97,overcast clouds
385,Ayaviri,PE,-14.8864,-70.5889,44.06,89,100,light rain
386,Villaviciosa,ES,43.4813,-5.4357,55.0,74,100,overcast clouds
387,Wawa,NG,9.9022,4.4192,83.25,59,79,broken clouds
388,Chuy,UY,-33.6971,-53.4616,69.12,97,100,light rain
389,Segezha,RU,63.7415,34.3222,32.52,75,99,overcast clouds
390,Cascais,PT,38.6979,-9.4215,59.0,88,0,clear sky
391,Kudahuvadhoo,MV,2.6708,72.8944,82.6,73,21,few clouds
392,Chokurdakh,RU,70.6333,147.9167,-7.96,91,20,few clouds
393,Bilibino,RU,68.0546,166.4372,4.75,68,76,broken clouds
394,Fort Nelson,CA,58.8053,-122.7002,24.8,46,75,broken clouds
395,Sawtell,AU,-30.3833,153.1,73.4,49,0,clear sky
396,Sicamous,CA,50.8331,-118.9856,37.4,32,70,broken clouds
397,Harper,LR,4.375,-7.7169,80.01,83,81,broken clouds
398,Ugoofaaru,MV,5.6667,73.0,82.96,69,2,clear sky
399,Mindelo,CV,16.8901,-24.9804,69.8,83,20,few clouds
400,Alofi,NU,-19.0595,-169.9187,80.6,78,10,clear sky
401,Durant,US,33.994,-96.3708,55.0,71,1,clear sky
402,Northam,GB,51.0333,-4.2167,39.0,85,35,scattered clouds
403,Cap-Aux-Meules,CA,47.3821,-61.8597,33.8,80,23,few clouds
404,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,76.15,79,87,overcast clouds
405,Kampot,KH,10.6167,104.1833,87.8,62,40,scattered clouds
406,Dhidhdhoo,MV,6.8833,73.1,82.72,71,12,few clouds
407,Ozark,US,37.0209,-93.206,50.0,84,46,scattered clouds
408,Milkovo,RU,54.7167,158.6167,30.47,55,12,few clouds
409,Vanavara,RU,60.34,102.2797,27.43,70,17,few clouds
410,Hit,IQ,33.6416,42.8251,58.39,39,0,clear sky
411,Camacha,PT,33.0833,-16.3333,64.4,88,40,scattered clouds
412,Horsham,GB,51.064,-0.3272,35.6,75,0,clear sky
413,Orange,US,33.7,-117.7675,63.0,72,1,clear sky
414,Yulara,AU,-25.2406,130.9889,73.4,33,0,clear sky
415,Mwinilunga,ZM,-11.7358,24.4293,57.18,96,98,overcast clouds
416,Birobidzhan,RU,48.8,132.95,56.82,42,100,moderate rain
417,Kidal,ML,18.4411,1.4078,81.54,13,0,clear sky
418,Asau,RO,46.4333,26.4,32.0,58,0,light snow
419,Sechura,PE,-5.5569,-80.8222,73.29,73,85,overcast clouds
420,Tahoua,NE,14.8888,5.2692,80.6,14,0,clear sky
421,Lompoc,US,34.6391,-120.4579,51.8,76,27,scattered clouds
422,Kosh-Agach,RU,50.0,88.6667,23.27,57,23,few clouds
423,Skibbereen,IE,51.55,-9.2667,32.0,93,20,few clouds
424,Stornoway,GB,58.2093,-6.3865,30.99,100,75,light snow
425,San Juan,AR,-31.5375,-68.5364,52.09,78,72,broken clouds
426,Katghora,IN,22.5,82.55,91.67,22,20,few clouds
427,Muisne,EC,0.6,-80.0333,76.8,85,71,broken clouds
428,Tazovskiy,RU,67.4667,78.7,28.56,92,100,overcast clouds
429,Kargasok,RU,59.0556,80.8572,34.7,92,100,overcast clouds
430,Whitianga,NZ,-36.8333,175.7,78.01,67,68,broken clouds
431,Minot,US,48.2325,-101.2963,53.6,28,1,clear sky
432,Develi,TR,38.3906,35.4922,30.2,100,90,snow
433,Hailar,CN,49.2,119.7,45.7,20,73,broken clouds
434,Vytegra,RU,61.0064,36.4481,31.3,83,7,clear sky
435,Vao,NC,-22.6667,167.4833,77.16,84,100,overcast clouds
436,Sestri Levante,IT,44.2732,9.3968,54.0,99,100,moderate rain
437,Kemijarvi,FI,66.7131,27.4306,23.45,89,86,overcast clouds
438,Vila Velha,BR,-20.3297,-40.2925,73.99,88,0,clear sky
439,Marabba,SD,12.35,32.1833,82.99,9,35,scattered clouds
440,Yangambi,CD,0.8102,24.4336,69.75,99,100,light rain
441,Jiwani,PK,25.05,61.7417,77.56,68,2,clear sky
442,Pangoa,PE,-12.1167,-73.0,67.46,99,100,moderate rain
443,Qunduz,AF,36.729,68.857,67.51,50,16,few clouds
444,Atambua,ID,-9.1061,124.8925,81.75,63,64,broken clouds
445,Vila Franca Do Campo,PT,37.7167,-25.4333,62.6,94,75,fog
446,Bosanska Gradiska,BA,45.1411,17.25,43.0,75,0,clear sky
447,Ixtapa,MX,20.7,-105.2,75.2,83,1,clear sky
448,Andenes,NO,69.3143,16.1194,35.6,87,75,light snow
449,Oktyabrskoye,RU,43.0645,44.7417,42.8,93,70,broken clouds
450,Griffith,US,41.5284,-87.4237,54.0,100,75,broken clouds
451,Meulaboh,ID,4.1363,96.1285,82.54,75,23,few clouds
452,Salinas,US,36.6777,-121.6555,53.6,71,1,clear sky
453,Luau,AO,-10.7073,22.2247,62.42,91,100,overcast clouds
454,Tessalit,ML,20.1986,1.0114,82.13,13,1,clear sky
455,Dubna,RU,56.7333,37.1667,35.1,85,20,light snow
456,Asfi,MA,32.2994,-9.2372,58.98,86,23,few clouds
457,Arkhipo-Osipovka,RU,44.37,38.52,43.18,89,100,light rain
458,Faya,SA,18.3851,42.4509,62.6,23,0,clear sky
459,Nichinan,JP,31.6,131.3667,66.2,59,75,broken clouds
460,Vila,PT,42.0304,-8.1588,48.99,93,89,overcast clouds
461,Bilma,NE,18.6853,12.9164,80.06,8,1,clear sky
462,Helena,US,46.5927,-112.0361,37.4,32,1,clear sky
463,Baculin,PH,7.4525,126.5842,85.86,66,100,overcast clouds
464,Buala,SB,-8.145,159.5921,84.65,68,99,light rain
465,Hirara,JP,24.8,125.2833,77.0,78,75,broken clouds
466,Esperance,AU,-33.8667,121.9,66.2,55,99,overcast clouds
467,Havre-Saint-Pierre,CA,50.2334,-63.5986,33.8,69,90,overcast clouds
468,Buraydah,SA,26.326,43.975,68.0,42,40,scattered clouds
469,Tanabe,JP,33.7333,135.3667,62.6,51,20,few clouds
470,Umm Lajj,SA,25.0213,37.2685,67.21,49,0,clear sky
471,Disna,BY,55.568,28.1971,42.35,92,100,overcast clouds
472,Port Blair,IN,11.6667,92.75,85.5,68,31,scattered clouds
473,Bathsheba,BB,13.2167,-59.5167,78.8,65,20,volcanic ash
474,Shirvan,AZ,39.9509,48.8994,54.43,71,43,scattered clouds
475,Srednekolymsk,RU,67.45,153.6833,1.0,81,100,overcast clouds
476,Skegness,GB,53.1436,0.3363,37.99,86,20,few clouds
477,Williams Lake,CA,52.1415,-122.1445,35.6,38,40,scattered clouds
478,Palu,ID,-0.8917,119.8707,79.05,91,100,overcast clouds
479,Sobolevo,RU,54.4299,31.8996,36.84,81,14,few clouds
480,Qui Nhon,VN,13.7667,109.2333,83.19,67,91,overcast clouds
481,Toktogul,KG,41.8708,72.9402,52.09,48,0,clear sky
482,Nevelsk,RU,46.6733,141.8633,51.8,50,2,clear sky
483,Angoche,MZ,-16.2325,39.9086,76.1,87,100,overcast clouds
484,Isangel,VU,-19.55,169.2667,86.0,79,40,scattered clouds
485,Abilene,US,32.4487,-99.7331,60.8,31,1,clear sky
486,Mier,MX,26.4333,-99.15,82.4,34,1,clear sky
487,Winnemucca,US,40.973,-117.7357,53.6,12,1,clear sky
488,Marsh Harbour,BS,26.5412,-77.0636,75.18,71,0,clear sky
489,Barrhead,GB,55.7992,-4.3929,30.0,93,97,overcast clouds
490,Ciudad Bolivar,VE,8.1222,-63.5497,79.39,75,100,overcast clouds
491,Tuy Hoa,VN,13.0833,109.3,82.85,69,56,broken clouds
492,Abrau-Dyurso,RU,44.69,37.59,42.8,87,100,light rain
493,Susangerd,IR,31.5608,48.1831,77.0,41,75,broken clouds
494,Iquitos,PE,-3.7481,-73.2472,78.8,89,75,broken clouds
495,Ulladulla,AU,-35.35,150.4667,64.4,29,26,scattered clouds
496,Dickinson,US,29.4608,-95.0513,73.0,32,1,clear sky
497,Kangasala,FI,61.4638,24.076,30.0,86,0,clear sky
498,Sistranda,NO,63.7256,8.834,35.6,87,75,broken clouds
499,Lodja,CD,-3.4833,23.4333,68.13,99,99,overcast clouds
500,Port Lincoln,AU,-34.7333,135.8667,61.65,54,71,broken clouds
501,Herat,AF,34.5,62.0,66.2,30,0,clear sky
502,Sitka,US,57.0531,-135.33,35.6,64,90,overcast clouds
503,Gasa,PS,31.5,34.4667,55.0,52,33,scattered clouds
504,Urucara,BR,-2.5364,-57.76,73.71,98,100,overcast clouds
505,Leshukonskoye,RU,64.8989,45.7622,37.13,92,100,overcast clouds
506,Nata,PA,8.3333,-80.5167,79.5,80,92,overcast clouds
507,Pochutla,MX,15.7432,-96.4661,79.0,77,41,scattered clouds
508,Cananea,MX,30.95,-110.3,70.0,13,30,scattered clouds
509,Beyneu,KZ,45.3167,55.2,56.48,48,13,few clouds
510,Retalhuleu,GT,14.5333,-91.6833,68.0,96,32,scattered clouds
511,Roldanillo,CO,4.4126,-76.1546,69.8,88,40,scattered clouds
512,Saint-Augustin,CA,51.226,-58.6502,38.25,95,100,overcast clouds
513,Beloha,MG,-25.1667,45.05,68.9,96,11,few clouds
514,Celestun,MX,20.8667,-90.4,80.04,80,0,clear sky
515,Husavik,IS,66.0449,-17.3389,24.8,68,0,clear sky
516,Itapetinga,BR,-15.2489,-40.2478,65.34,90,33,scattered clouds
517,Vilaka,LV,57.1846,27.6722,32.5,79,56,broken clouds
518,Donghai,CN,22.9459,115.642,77.0,57,2,clear sky
519,Cannock,GB,52.6904,-2.0309,34.0,68,98,overcast clouds
520,Homer,US,59.6425,-151.5483,30.2,47,75,broken clouds
521,Zhumadian,CN,32.9794,114.0294,56.7,77,100,moderate rain
522,Dunedin,NZ,-45.8742,170.5036,64.99,67,98,overcast clouds
523,Huaihua,CN,27.5494,109.9592,55.6,96,100,overcast clouds
524,Seymchan,RU,62.8833,152.4333,5.43,65,96,overcast clouds
525,Alamosa,US,37.4695,-105.87,44.6,15,1,clear sky
526,Meadow Lake,US,34.8014,-106.5436,66.2,7,1,clear sky
527,Shimanovsk,RU,52.0,127.7,33.98,24,49,scattered clouds
528,Hami,CN,42.8,93.45,58.35,30,100,overcast clouds
529,Buluang,PH,13.3068,123.3425,89.06,50,22,few clouds
530,Namtsy,RU,62.7161,129.6658,23.0,63,100,light snow
531,Hull,GB,53.7446,-0.3353,33.8,80,20,few clouds
532,Santa Cruz De Tenerife,ES,28.4682,-16.2546,64.0,33,0,clear sky
533,Mbale,UG,1.0821,34.175,63.75,86,96,overcast clouds
534,Siaya,KE,0.0612,34.2882,66.2,88,75,broken clouds
535,Acajutla,SV,13.5928,-89.8275,72.0,89,17,few clouds
536,Oxapampa,PE,-10.5775,-75.4017,57.74,98,95,overcast clouds
537,Nouadhibou,MR,20.931,-17.0347,66.2,63,88,overcast clouds
538,Bergschenhoek,NL,51.99,4.4986,37.99,87,75,drizzle
539,Altay,CN,47.8667,88.1167,44.28,31,1,clear sky
540,Sibu,MY,2.3,111.8167,78.8,78,40,light rain
541,Puerto Escondido,MX,15.85,-97.0667,80.37,67,36,scattered clouds
542,Bud,US,39.447,-86.1758,53.01,90,2,clear sky
543,Carutapera,BR,-1.195,-46.02,75.54,94,100,overcast clouds
544,Pangnirtung,CA,66.1451,-65.7125,29.77,77,100,overcast clouds
545,Santa Cruz,BO,-17.8,-63.1667,75.2,94,75,broken clouds
546,Springfield,US,37.2153,-93.2982,51.01,71,1,clear sky
547,Mopti,ML,14.6667,-4.0,80.6,29,0,clear sky
548,Strezhevoy,RU,60.7333,77.5889,37.4,100,90,heavy intensity drizzle
549,Puerto Leguizamo,CO,-0.1934,-74.7819,72.72,97,96,moderate rain
550,Bosaso,SO,11.2842,49.1816,77.25,66,2,clear sky
551,Porto Novo,BJ,6.4965,2.6036,80.24,83,94,overcast clouds
552,Kasongo,CD,-4.45,26.6667,65.79,98,100,overcast clouds
553,Haukipudas,FI,65.1765,25.3523,30.2,80,0,clear sky
554,Yelyzavethradka,UA,48.8038,32.4046,39.07,47,0,clear sky
555,Uruguaiana,BR,-29.7547,-57.0883,78.8,78,90,light rain
556,Black Forest,US,39.0131,-104.7008,51.01,27,48,scattered clouds
557,Bartlesville,US,36.7473,-95.9808,53.01,58,1,clear sky
558,Chenghai,CN,23.4632,116.768,75.2,50,0,clear sky
559,Inirida,CO,3.8653,-67.9239,71.89,97,97,overcast clouds
560,Shimoda,JP,34.6667,138.95,60.8,48,20,few clouds
561,Bambanglipuro,ID,-7.95,110.2833,86.38,65,60,broken clouds
562,Nabire,ID,-3.3667,135.4833,86.77,62,47,scattered clouds
563,Kushima,JP,31.4583,131.2333,66.2,55,75,broken clouds
564,Arai,JP,37.0167,138.25,63.0,32,1,clear sky
565,Porbandar,IN,21.6422,69.6093,77.0,94,40,haze
566,Mendota,US,36.7536,-120.3816,68.0,72,1,clear sky
567,Kijabe,KE,-0.933,36.5758,55.0,94,86,light rain
568,Fereydun Kenar,IR,36.6864,52.5225,55.4,100,90,drizzle
569,Ternate,ID,0.8,127.4,83.88,70,100,overcast clouds
570,Honningsvag,NO,70.9821,25.9704,35.64,80,100,overcast clouds
571,Kirakira,SB,-10.4544,161.9205,84.02,71,72,broken clouds
572,Benguela,AO,-12.5763,13.4055,79.29,86,91,overcast clouds
573,Komsomolskoye,RU,55.2567,47.5461,34.66,99,100,overcast clouds
574,Flin Flon,CA,54.7682,-101.865,33.64,86,100,light snow
575,Rexburg,US,43.826,-111.7897,50.0,25,1,clear sky
576,San Quintin,MX,30.4833,-115.95,58.57,85,92,overcast clouds
577,Qasigiannguit,GL,68.8193,-51.1922,19.4,86,90,overcast clouds
578,Bulgan,MN,48.8125,103.5347,24.69,59,100,overcast clouds
579,Vestmanna,FO,62.1564,-7.1664,28.4,74,20,few clouds
580,Iringa,TZ,-7.7667,35.7,57.85,95,70,light rain
581,Dubrovytsya,UA,51.5744,26.565,39.74,76,13,few clouds
582,Zlatibor,RS,43.7168,19.7,39.2,60,0,clear sky
583,Naze,JP,28.3667,129.4833,73.4,60,40,scattered clouds
584,Santa Marta,CO,11.2408,-74.199,82.99,78,20,few clouds
585,Jasper,US,37.2001,-94.3502,51.8,66,1,clear sky
586,Mashhad,IR,36.297,59.6062,60.8,48,20,few clouds
587,Ilhabela,BR,-23.7781,-45.3581,71.67,73,1,clear sky
588,Eirunepe,BR,-6.6603,-69.8736,70.66,97,86,overcast clouds
589,Macheng,CN,31.1783,115.0319,58.82,84,100,moderate rain
590,Ngunguru,NZ,-35.6167,174.5,77.0,73,1,clear sky
591,Springbok,ZA,-29.6643,17.8865,67.95,37,11,few clouds
592,Wilmington,US,34.2257,-77.9447,71.6,78,1,clear sky
593,Kargopol,RU,61.5071,38.9456,32.25,84,59,broken clouds
594,Baykit,RU,61.67,96.37,28.26,91,100,overcast clouds
595,Kyzyl-Suu,KG,42.3414,78.0056,46.11,28,0,clear sky
596,Mumbwa,ZM,-14.9783,27.0619,56.46,74,0,clear sky
597,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,77.38,67,78,broken clouds
598,Viedma,AR,-40.8135,-62.9967,57.4,68,72,broken clouds
599,Namwala,ZM,-15.7504,26.4384,55.99,85,0,clear sky
600,Cuervos,MX,32.6314,-114.8556,82.4,12,1,clear sky
601,Umea,SE,63.8284,20.2597,26.01,93,10,clear sky
602,Usinsk,RU,65.9939,57.5281,33.37,89,88,overcast clouds
603,Independencia,BR,-5.3964,-40.3086,71.04,93,90,moderate rain
604,Provost,CA,52.3501,-110.2683,39.2,81,6,clear sky
605,Namatanai,PG,-3.6667,152.4333,82.17,79,98,light rain
606,Russell,US,32.3502,-85.1999,60.8,94,1,mist
607,Kumluca,TR,36.3703,30.2869,47.71,41,0,clear sky
608,Yar-Sale,RU,66.8333,70.8333,29.75,90,20,few clouds
609,Kambove,CD,-10.8764,26.5969,58.71,89,100,overcast clouds
610,Harstad,NO,68.799,16.5293,33.01,98,100,light snow
611,Seoul,KR,37.5683,126.9778,68.0,24,0,clear sky
612,Lake Havasu City,US,34.4839,-114.3224,84.2,6,1,clear sky
613,Kendari,ID,-3.945,122.4989,89.37,53,93,overcast clouds
614,La Paz,BO,-16.5,-68.15,44.6,76,75,light rain
615,Valdosta,US,30.8327,-83.2785,59.0,94,1,clear sky
616,Purna,IN,19.1833,77.05,91.65,25,91,overcast clouds
617,Manokwari,ID,-0.8667,134.0833,81.61,76,100,moderate rain
618,Soe,ID,-9.8607,124.284,79.21,58,66,broken clouds
619,Tura,IN,25.5198,90.2201,84.2,49,0,clear sky
620,Mahajanga,MG,-15.7167,46.3167,75.2,94,20,few clouds
621,Bukachacha,RU,52.9833,116.9167,27.7,29,4,clear sky
622,Wanaka,NZ,-44.7,169.15,55.54,92,100,overcast clouds
623,Mamallapuram,IN,12.6264,80.1722,84.2,70,40,haze
624,Matamoros,MX,25.5333,-103.25,87.8,7,1,clear sky
625,Zaraysk,RU,54.7653,38.8836,35.28,71,0,clear sky
626,Tromso,NO,69.6496,18.957,33.8,93,75,light snow
627,Lincoln,US,40.8,-96.667,48.99,56,1,clear sky
628,Roebourne,AU,-20.7833,117.1333,88.23,60,55,broken clouds
629,Bongandanga,CD,1.5,21.05,71.26,97,100,overcast clouds
630,Nikolsk,RU,53.7189,46.0712,35.58,99,100,overcast clouds
631,Port-Gentil,GA,-0.7193,8.7815,81.97,79,100,moderate rain
632,Arlit,NE,18.7369,7.3853,79.7,9,0,clear sky
633,Soyo,AO,-6.1349,12.3689,78.26,86,100,light rain
634,Prosvet,RU,55.5703,65.0825,35.87,89,60,broken clouds
635,Cotonou,BJ,6.3654,2.4183,81.41,82,79,broken clouds
636,Bourail,NC,-21.5667,165.4833,78.85,82,99,overcast clouds
637,Vanino,RU,49.0869,140.2543,58.26,32,88,overcast clouds
638,Alta Floresta,BR,-9.8756,-56.0861,71.73,95,31,scattered clouds
639,Codrington,AU,-38.2667,141.9667,54.99,60,100,overcast clouds
640,Enniscorthy,IE,52.5008,-6.5578,33.01,87,6,clear sky
641,Kikwit,CD,-5.041,18.8162,70.81,95,99,overcast clouds
642,Lalmohan,BD,22.3384,90.7419,84.87,65,6,clear sky
643,Franklin,US,39.9667,-83.0166,62.01,94,90,overcast clouds
644,Langa,DK,56.3903,9.8949,37.99,87,90,overcast clouds
645,Mayo,US,38.8876,-76.5119,61.0,88,1,clear sky
646,Jinchang,CN,38.4953,102.1739,56.8,22,100,overcast clouds
647,Port Macquarie,AU,-31.4333,152.9167,78.01,31,1,clear sky
648,Pontes E Lacerda,BR,-15.2261,-59.3353,71.04,96,46,scattered clouds
649,Edd,ER,13.9297,41.6925,78.94,83,51,broken clouds
650,Alice Springs,AU,-23.7,133.8833,75.0,33,0,clear sky
651,Troitskoye,RU,52.9821,84.6757,34.81,82,5,clear sky
652,Rocha,UY,-34.4833,-54.3333,67.96,99,100,overcast clouds
653,Genhe,CN,50.7833,121.5167,37.89,35,100,overcast clouds
654,Nizhniy Kuranakh,RU,58.8353,125.4869,14.09,72,100,overcast clouds
655,Tekeli,KZ,44.83,78.8239,49.73,49,20,few clouds
656,Jertih,MY,5.7336,102.4897,86.0,79,20,few clouds
657,Novokayakent,RU,42.3937,47.9861,44.6,87,20,few clouds
658,Khatassy,RU,61.9036,129.6383,23.0,63,100,light snow
659,Bandarbeyla,SO,9.4942,50.8122,78.01,72,0,clear sky
660,Qax,AZ,41.4225,46.9242,55.4,88,40,scattered clouds
661,Corrente,BR,-3.7367,-43.3394,71.53,97,91,moderate rain
